CustomerID,Recency,Frequency,Monetary,Cluster
12561.0,70,1,238.85,0
12562.0,217,2,1304.3700000000001,1
12567.0,127,6,4643.61,2
12569.0,1,18,2534.95,2
12571.0,64,1,248.35,0
12572.0,333,1,487.68,0
12576.0,131,4,1076.6299999999999,1
12577.0,244,2,430.71,0
12580.0,160,1,415.7,0
12583.0,1,9,5093.2699999999995,2
12584.0,158,4,835.94,1
12587.0,302,1,144.0,0
12589.0,30,1,515.1800000000001,0
12590.0,6,2,9864.26,3
12592.0,67,2,437.6,1
12593.0,220,2,321.8,0
12594.0,64,3,850.83,1
12596.0,37,1,269.95,0
12597.0,96,1,912.66,1
12598.0,30,4,1200.32,1
12599.0,34,4,636.3,1
12600.0,30,3,884.02,1
12601.0,40,3,325.46,1
12602.0,1,1,153.12,3
12607.0,62,1,1579.51,1
12609.0,188,1,512.8,0
12610.0,217,1,946.75,0
12614.0,161,1,315.6,0
12615.0,152,2,1079.8,1
12616.0,216,1,457.7,0
12617.0,61,1,352.98,0
12619.0,183,2,871.84,1
12621.0,6,5,3424.84,2
12623.0,130,1,305.1,0
12625.0,6,1,967.2,3
12626.0,184,2,2440.39,1
12627.0,184,3,2441.14,1
12628.0,183,3,786.46,1
12633.0,1,2,434.43,3
12635.0,32,2,1689.18,1
12637.0,93,4,3615.75,1
12638.0,183,1,671.69,0
12643.0,40,5,3094.14,2
12644.0,306,1,477.91,0
12645.0,183,2,893.9200000000001,1
12646.0,213,1,615.28,0
12647.0,32,7,2260.07,2
12648.0,126,1,318.05,0
12649.0,36,1,375.0,0
12650.0,182,1,314.44,0
12651.0,101,1,114.0,0
12652.0,10,1,919.98,3
12654.0,303,1,171.23000000000002,0
12659.0,61,1,91.68,0
12662.0,90,5,1618.21,1
12664.0,1,4,2294.8,3
12667.0,1,1,620.13,3
12669.0,4,2,1607.73,3
12670.0,61,2,1273.54,1
12673.0,243,1,389.62,0
12674.0,93,2,993.8000000000001,1
12676.0,125,3,800.15,1
12678.0,219,2,2073.52,1
12679.0,1,2,906.38,3
12680.0,32,2,361.83,1
12681.0,34,7,5368.29,2
12682.0,3,16,7279.68,2
12683.0,6,10,4300.7,2
12684.0,67,3,916.26,1
12685.0,30,3,2019.54,1
12686.0,639,1,89.14,0
12689.0,247,1,511.03,0
12691.0,1,2,479.5,3
12693.0,6,2,454.01,3
12694.0,95,1,439.5,0
12695.0,245,2,248.2,0
12697.0,30,1,223.68,0
12700.0,128,4,4939.99,1
12701.0,37,1,337.08,0
12704.0,244,3,1120.85,1
12705.0,129,2,2319.67,1
12708.0,61,4,792.87,1
12709.0,1,6,4051.34,2
12710.0,246,2,430.06,0
12712.0,10,8,2680.03,2
12713.0,90,1,848.55,1
12716.0,182,1,375.59000000000003,0
12717.0,34,2,1030.98,1
12719.0,215,2,644.95,1
12720.0,4,13,3029.32,2
12721.0,95,4,2026.6299999999999,1
12722.0,4,1,302.92,3
12723.0,182,3,376.69,1
12724.0,40,2,363.14,1
12725.0,639,1,427.8,0
12726.0,30,3,1363.9,1
12727.0,216,4,1903.54,1
12728.0,40,1,252.54,0
12731.0,36,3,2705.2,1
12735.0,193,1,319.77,0
12736.0,40,1,234.0,0
12738.0,666,1,155.35,0
12739.0,335,1,975.54,0
12740.0,154,1,427.6,0
12744.0,221,3,8209.58,1
12747.0,152,5,2226.18,1
12748.0,5,106,13826.84,2
12749.0,67,4,3518.29,1
12750.0,278,1,275.88,0
12753.0,100,4,12940.51,2
12754.0,161,2,61.62,0
12755.0,252,2,3811.95,1
12757.0,5,6,3417.37,2
12758.0,130,1,1570.19,1
12759.0,99,1,444.8,0
12762.0,302,1,1436.93,1
12763.0,578,1,320.08,0
12766.0,101,3,2554.2000000000003,1
12772.0,31,1,892.47,1
12775.0,280,2,634.25,1
12778.0,96,2,255.93,0
12779.0,221,5,2298.15,1
12781.0,154,1,277.48,0
12782.0,213,1,252.25,0
12783.0,152,2,622.84,1
12785.0,425,1,311.95,0
12787.0,93,1,186.56,0
12789.0,215,1,91.85,0
12791.0,698,1,192.60000000000002,0
12793.0,101,2,545.48,1
12794.0,305,1,317.0,0
12797.0,455,1,254.03,0
12802.0,188,1,427.58,0
12808.0,127,3,483.65000000000003,1
12816.0,216,1,253.55,0
12817.0,283,1,166.04,0
12820.0,182,1,210.35000000000002,0
12821.0,97,1,92.72,0
12823.0,246,1,229.5,0
12824.0,31,1,397.12,0
12826.0,61,3,577.1,1
12827.0,153,2,212.4,0
12828.0,152,5,907.51,1
12829.0,163,1,207.25,0
12830.0,93,3,2258.56,1
12832.0,153,2,383.03,0
12834.0,311,1,312.38,0
12836.0,31,3,2159.23,1
12838.0,183,2,671.95,1
12839.0,96,5,2203.66,1
12840.0,66,2,1296.7,1
12841.0,5,13,2158.56,2
12842.0,253,1,310.73,0
12843.0,67,5,1282.36,1
12844.0,61,2,325.96000000000004,1
12849.0,122,1,341.44,0
12851.0,246,1,131.81,0
12854.0,7,1,420.46999999999997,3
12855.0,667,1,38.1,0
12856.0,30,3,869.71,1
12857.0,70,1,801.6,1
12865.0,125,1,981.38,1
12866.0,342,1,559.12,0
12867.0,97,2,1123.91,1
12868.0,10,4,1176.3400000000001,3
12872.0,455,1,378.53000000000003,0
12873.0,311,1,374.0,0
12875.0,364,1,293.76000000000005,0
12877.0,156,4,376.56,1
12879.0,93,1,140.5,0
12881.0,99,1,298.0,0
12882.0,183,1,471.84000000000003,0
12883.0,32,1,291.63,0
12884.0,2,1,309.05,3
12885.0,125,3,1175.22,1
12886.0,250,2,1378.4,1
12888.0,97,1,81.36,0
12891.0,158,2,289.0,0
12893.0,91,1,176.55,0
12897.0,39,1,128.8,0
12901.0,36,6,1621.92,2
12910.0,7,2,1286.6200000000001,3
12912.0,152,2,804.24,1
12913.0,39,4,1401.49,1
12915.0,667,1,199.65,0
12917.0,278,1,594.0,0
12919.0,3,3,676.82,3
12921.0,36,20,7377.78,2
12922.0,338,1,405.38,0
12923.0,184,1,172.82,0
12924.0,2,2,508.23,3
12925.0,213,1,325.74,0
12928.0,7,2,980.26,3
12929.0,343,1,117.85,0
12931.0,33,5,35265.76,2
12933.0,342,1,110.75,0
12935.0,151,2,343.78,0
12939.0,38,4,6397.92,2
12942.0,455,1,258.75,0
12944.0,244,1,317.56,0
12947.0,66,4,950.12,1
12948.0,31,2,660.6700000000001,1
12949.0,91,5,3025.07,1
12950.0,152,2,1531.4,1
12951.0,221,2,467.48,0
12952.0,243,1,297.73,0
12955.0,121,5,2505.06,1
12956.0,192,1,108.07,0
12957.0,188,2,1000.2,1
12962.0,302,1,95.85000000000001,0
12963.0,333,2,630.45,1
12965.0,32,1,769.8100000000001,1
12967.0,639,1,1368.4,0
12970.0,302,2,381.67,0
12971.0,10,35,3877.92,2
12976.0,6,1,738.6,3
12977.0,187,1,39.239999999999995,0
12980.0,10,5,4082.94,2
12981.0,61,1,185.04,0
12982.0,37,1,390.54,0
12985.0,30,2,1239.38,1
12989.0,2,7,2961.31,2
12990.0,122,3,409.5,1
12993.0,33,1,197.1,0
12994.0,33,2,621.82,1
12997.0,2,1,307.92,3
12999.0,129,1,320.28000000000003,0
13000.0,425,1,201.75,0
13001.0,127,5,3717.6800000000003,1
13003.0,34,2,89.05000000000001,0
13004.0,71,7,2364.39,2
13005.0,160,1,321.65,0
13011.0,666,1,50.550000000000004,0
13012.0,67,2,330.12,0
13013.0,36,10,4000.44,2
13014.0,153,4,1434.08,1
13015.0,129,3,979.37,1
13016.0,125,1,425.25,0
13017.0,302,1,204.0,0
13018.0,91,8,2116.4,2
13021.0,128,3,952.83,1
13023.0,184,2,689.9,1
13026.0,99,5,975.36,1
13027.0,157,2,1536.0,1
13029.0,91,1,474.29999999999995,0
13030.0,547,1,402.36,0
13034.0,578,1,165.86,0
13037.0,250,1,326.9,0
13038.0,96,1,196.66,0
13040.0,183,2,676.99,1
13043.0,38,1,516.42,0
13045.0,336,1,305.28000000000003,0
13046.0,91,1,431.59,0
13047.0,122,7,1697.41,1
13049.0,184,1,502.90000000000003,0
13050.0,64,5,1911.92,1
13052.0,36,1,348.15000000000003,0
13055.0,67,1,344.86,0
13058.0,1,2,137.70000000000002,3
13059.0,251,1,183.4,0
13062.0,339,1,346.98,0
13064.0,2,2,639.03,3
13065.0,698,1,205.86,0
13066.0,153,1,151.81,0
13069.0,3,14,2825.74,2
13075.0,306,1,919.61,0
13077.0,120,2,465.55,1
13078.0,1,10,4629.86,2
13079.0,93,2,65.7,0
13081.0,61,6,17893.61,2
13082.0,217,3,1747.54,1
13083.0,213,1,111.36,0
13085.0,218,1,137.98000000000002,0
13089.0,7,37,27867.5,2
13090.0,122,6,4099.54,2
13091.0,30,1,345.82,0
13092.0,6,2,151.0,3
13093.0,99,4,3470.34,1
13094.0,39,8,1134.24,2
13097.0,94,3,1939.18,1
13098.0,34,17,19025.14,2
13099.0,335,1,207.35999999999999,0
13102.0,40,13,3843.97,2
13104.0,182,1,339.48,0
13107.0,71,1,566.84,0
13108.0,667,1,350.06,0
13109.0,31,2,786.54,1
13110.0,122,3,781.88,1
13113.0,6,11,4756.24,2
13115.0,1,2,1779.6200000000001,3
13117.0,64,5,664.71,1
13122.0,185,1,18.72,0
13124.0,32,2,2500.01,1
13126.0,69,5,1126.69,1
13130.0,185,1,64.0,0
13131.0,219,1,324.9,0
13133.0,38,2,109.8,0
13134.0,96,1,360.04,0
13136.0,36,1,574.46,0
13137.0,30,4,1989.17,1
13138.0,667,1,193.23,0
13139.0,128,3,1887.38,1
13140.0,486,1,158.26,0
13141.0,97,1,360.18,0
13144.0,40,1,110.95,0
13145.0,93,3,499.72,1
13147.0,91,2,356.40000000000003,0
13148.0,61,5,1693.18,1
13153.0,243,1,486.22,0
13155.0,183,2,468.96,1
13157.0,7,1,300.12,3
13158.0,3,3,944.65,3
13159.0,333,1,282.56,0
13162.0,94,3,1139.86,1
13166.0,342,1,417.2,0
13167.0,276,2,416.76,0
13168.0,275,1,346.53000000000003,0
13169.0,154,2,712.88,1
13173.0,213,2,353.65,0
13174.0,578,1,1369.06,0
13177.0,184,1,282.45,0
13178.0,97,3,1465.06,1
13183.0,101,4,1799.42,1
13184.0,34,5,813.19,1
13186.0,155,2,1301.94,1
13187.0,192,1,236.02,0
13192.0,216,1,447.62,0
13193.0,92,1,112.08,0
13198.0,33,3,1824.44,1
13199.0,122,13,2863.76,2
13200.0,217,1,319.32,0
13203.0,33,2,309.86,1
13207.0,4,1,197.52000000000004,3
13208.0,1,4,692.14,3
13209.0,91,4,2330.79,1
13210.0,155,1,353.48,0
13211.0,215,1,673.94,0
13212.0,92,2,291.47,0
13213.0,96,2,548.6,1
13217.0,94,2,137.02,0
13218.0,247,1,62.63999999999999,0
13220.0,158,2,643.09,1
13224.0,34,2,2155.95,1
13225.0,62,3,3428.0,1
13226.0,38,1,108.21000000000001,0
13230.0,60,7,1535.63,2
13232.0,5,3,461.58,3
13233.0,163,1,304.24,0
13235.0,36,1,1031.07,1
13240.0,246,2,334.11,0
13242.0,67,2,104.0,0
13244.0,124,1,121.74000000000001,0
13248.0,156,2,465.68,1
13249.0,124,2,419.57000000000005,1
13253.0,187,2,1030.4,1
13255.0,698,1,225.7,0
13259.0,92,1,283.18,0
13260.0,92,1,557.62,0
13263.0,6,13,2726.68,2
13265.0,2,4,1787.3,3
13266.0,61,5,1601.99,1
13267.0,10,11,2592.29,2
13268.0,7,3,837.53,3
13269.0,2,8,2939.04,2
13270.0,486,1,590.0,0
13271.0,303,1,211.49,0
13272.0,32,2,276.56,1
13276.0,154,2,590.9300000000001,1
13280.0,94,2,406.45,1
13282.0,281,1,344.70000000000005,0
13283.0,31,2,93.66,0
13285.0,338,1,796.83,0
13291.0,157,1,361.11,0
13292.0,334,1,329.37,0
13294.0,251,2,873.74,1
13297.0,276,2,1638.8999999999999,1
13298.0,121,1,360.0,0
13301.0,248,2,306.99,0
13302.0,156,1,63.75,0
13305.0,38,6,1086.21,2
13307.0,33,1,15.0,0
13309.0,2,3,1007.09,3
13310.0,29,1,314.38,0
13311.0,4,2,598.57,3
13313.0,128,3,934.04,1
13314.0,121,2,276.32,0
13316.0,303,1,1514.17,1
13317.0,245,1,959.7,0
13318.0,120,3,640.76,1
13319.0,61,15,6712.74,2
13320.0,67,2,508.61,1
13323.0,153,3,530.25,1
13324.0,32,5,4649.83,2
13327.0,158,4,2084.42,1
13329.0,122,2,789.0,1
13330.0,124,2,805.11,1
13334.0,162,2,2708.59,1
13338.0,218,1,487.02,0
13340.0,130,1,3678.03,1
13344.0,161,3,2511.69,1
13348.0,183,1,233.76,0
13351.0,245,1,373.94,0
13352.0,62,1,397.97999999999996,0
13355.0,94,1,674.7,0
13359.0,154,1,439.56,0
13362.0,129,1,768.83,0
13365.0,183,2,2225.37,1
13368.0,193,1,35.400000000000006,0
13369.0,455,1,308.28000000000003,0
13370.0,639,1,754.87,0
13372.0,32,1,378.64,0
13373.0,62,3,3312.25,1
13375.0,2,1,778.65,3
13376.0,336,1,249.76,0
13379.0,304,1,299.53,0
13381.0,32,2,1177.98,1
13382.0,252,1,222.99,0
13384.0,91,2,1305.44,1
13394.0,34,4,1218.27,1
13395.0,158,1,307.72,0
13396.0,61,1,973.72,1
13397.0,96,2,678.62,1
13402.0,247,2,621.23,1
13404.0,36,2,252.49,0
13408.0,4,22,10221.25,2
13410.0,219,1,140.4,0
13414.0,218,1,467.7,0
13417.0,213,1,404.83,0
13418.0,36,11,3642.99,2
13419.0,154,1,221.06,0
13422.0,184,1,2626.3,1
13426.0,32,5,2017.32,2
13427.0,33,2,464.86,1
13429.0,62,1,165.72,0
13431.0,2,2,1269.1,3
13434.0,246,1,72.84,0
13435.0,217,3,1137.28,1
13436.0,121,1,196.89,0
13437.0,122,4,2374.81,1
13441.0,93,1,296.64,0
13447.0,183,2,654.01,1
13448.0,220,4,1423.26,1
13450.0,32,4,1289.34,1
13451.0,5,3,1778.37,3
13455.0,486,1,692.94,0
13456.0,154,2,884.7600000000001,1
13458.0,7,8,5803.16,2
13460.0,61,1,75.98,0
13461.0,334,1,560.8,0
13462.0,341,1,151.5,0
13464.0,1,1,674.68,3
13466.0,127,1,307.9,0
13467.0,275,1,770.66,0
13468.0,1,21,3397.3,2
13470.0,336,1,49.5,0
13471.0,121,2,955.44,1
13473.0,40,2,422.64,1
13475.0,189,2,525.26,1
13476.0,283,1,727.6,0
13477.0,6,2,421.59,3
13483.0,215,1,140.34,0
13484.0,7,1,313.8,3
13486.0,157,2,819.61,1
13487.0,67,1,215.65,0
13488.0,10,4,4038.12,2
13489.0,218,1,51.36,0
13491.0,40,5,655.48,1
13492.0,97,2,676.1,1
13493.0,99,1,439.28,0
13494.0,343,1,316.26000000000005,0
13495.0,244,3,1483.39,1
13497.0,311,2,348.05,0
13499.0,61,1,323.62,0
13500.0,94,2,668.8,1
13502.0,69,1,74.56,0
13504.0,184,1,295.93,0
13506.0,578,1,301.12,0
13507.0,182,2,842.69,1
13508.0,68,1,110.97,0
13509.0,38,3,265.3,1
13510.0,96,3,1239.67,1
13513.0,217,1,205.1,0
13515.0,190,1,203.4,0
13517.0,31,1,516.24,0
13520.0,1,3,1592.45,3
13521.0,121,2,794.25,1
13522.0,91,1,125.80000000000001,0
13523.0,183,2,1545.79,1
13524.0,250,1,159.20000000000002,0
13525.0,221,1,282.88,0
13527.0,32,3,879.84,1
13531.0,486,1,305.45,0
13532.0,183,1,210.31,0
13533.0,66,1,124.14999999999999,0
13534.0,131,7,1746.18,1
13536.0,121,2,1005.1,1
13538.0,33,4,728.55,1
13539.0,284,1,164.1,0
13548.0,68,2,678.16,1
13549.0,4,3,370.2,3
13552.0,125,3,909.34,1
13557.0,30,2,584.06,1
13558.0,92,3,435.39,1
13560.0,302,1,171.42000000000002,0
13561.0,128,1,141.85999999999999,0
13562.0,129,1,603.27,0
13564.0,546,1,536.0500000000001,0
13565.0,101,1,110.17999999999999,0
13569.0,517,1,109.82000000000001,0
13570.0,68,1,239.49,0
13571.0,124,5,983.75,1
13575.0,1,1,147.41,3
13576.0,61,8,3233.78,2
13577.0,7,2,728.45,3
13579.0,578,1,164.70000000000002,0
13581.0,284,1,118.0,0
13583.0,157,1,781.03,0
13584.0,192,1,142.4,0
13587.0,154,1,712.4,0
13588.0,30,4,1043.85,1
13590.0,4,2,513.41,3
13591.0,184,1,340.9,0
13592.0,67,2,138.39,0
13593.0,163,1,559.85,0
13596.0,243,1,285.44,0
13599.0,7,11,3279.68,2
13601.0,6,1,373.2,3
13602.0,184,1,428.89,0
13606.0,60,3,276.75,1
13610.0,68,2,230.25,0
13611.0,32,1,517.68,0
13614.0,32,1,302.15,0
13617.0,5,1,131.10999999999999,3
13623.0,91,2,335.56,0
13626.0,341,1,257.23,0
13627.0,31,1,304.29,0
13629.0,91,5,3604.0,1
13630.0,127,3,984.6999999999999,1
13631.0,336,1,52.5,0
13632.0,68,1,259.24,0
13634.0,37,2,466.29,1
13635.0,276,1,1071.03,0
13636.0,94,3,657.27,1
13637.0,219,1,262.25,0
13642.0,128,1,312.28,0
13643.0,122,3,519.44,1
13645.0,33,1,252.1,0
13649.0,486,1,197.8,0
13650.0,2,3,792.58,3
13651.0,244,1,15.0,0
13652.0,547,1,308.8,0
13654.0,37,2,798.24,1
13655.0,7,1,383.65,3
13656.0,193,1,162.70000000000002,0
13662.0,36,1,288.74,0
13666.0,62,1,20.6,0
13668.0,37,9,2234.54,2
13672.0,39,2,186.39000000000001,0
13673.0,153,1,204.12,0
13675.0,34,1,178.38000000000002,0
13678.0,34,1,232.6,0
13680.0,121,3,3026.67,1
13681.0,157,2,531.08,1
13682.0,219,1,59.5,0
13685.0,62,5,2519.15,1
13686.0,66,1,72.0,0
13689.0,154,1,910.0,0
13690.0,31,1,172.25,0
13692.0,67,1,14.95,0
13694.0,67,18,19940.56,2
13695.0,3,9,1724.47,2
13697.0,334,1,151.29999999999998,0
13699.0,157,1,308.58000000000004,0
13700.0,7,3,719.98,3
13704.0,1,3,650.53,3
13705.0,302,2,507.32,0
13706.0,70,1,330.79,0
13709.0,182,8,3079.64,2
13710.0,122,1,180.48,0
13711.0,220,2,252.06,0
13712.0,160,1,228.84,0
13715.0,224,5,1077.39,1
13717.0,153,2,389.25,0
13718.0,160,1,192.5,0
13719.0,183,1,330.79,0
13721.0,275,1,524.14,0
13722.0,311,1,1463.47,1
13723.0,189,1,199.85000000000002,0
13725.0,162,2,1168.63,1
13726.0,334,1,786.98,0
13727.0,30,2,333.48,1
13728.0,275,2,377.7,0
13730.0,338,1,306.75,0
13731.0,160,2,610.59,1
13732.0,30,1,491.86,0
13736.0,243,1,372.27,0
13741.0,96,2,363.13,0
13742.0,32,5,954.87,1
13743.0,2,4,916.68,3
13744.0,216,1,263.2,0
13747.0,698,1,79.6,0
13748.0,160,4,800.8,1
13750.0,163,1,325.44,0
13752.0,97,5,876.39,1
13754.0,34,1,126.6,0
13755.0,154,3,726.8100000000001,1
13756.0,62,8,3326.6400000000003,2
13758.0,101,5,1784.37,1
13759.0,183,1,99.0,0
13762.0,220,1,306.72,0
13763.0,154,1,1714.96,1
13764.0,193,1,499.89,0
13767.0,34,17,8407.1,2
13769.0,94,6,1670.8000000000002,1
13771.0,184,3,2041.2,1
13772.0,183,2,894.21,1
13777.0,90,18,12215.31,2
13780.0,302,1,243.73000000000002,0
13781.0,282,1,127.84,0
13782.0,156,2,266.0,0
13784.0,40,6,1123.47,2
13786.0,517,1,230.39999999999998,0
13787.0,425,1,106.4,0
13790.0,213,1,348.8,0
13791.0,247,1,579.0,0
13792.0,245,1,120.95,0
13798.0,2,29,21790.46,2
13800.0,284,1,558.32,0
13801.0,245,1,324.8,0
13802.0,343,1,969.74,0
13804.0,91,4,844.85,1
13805.0,306,1,500.24,0
13806.0,154,1,256.38,0
13807.0,517,1,112.6,0
13808.0,155,4,1591.56,1
13809.0,162,1,155.05,0
13810.0,30,1,246.01,0
13811.0,96,1,333.0,0
13812.0,184,1,139.88,0
13813.0,32,1,292.24,0
13814.0,124,1,961.58,1
13816.0,184,1,371.69,0
13817.0,60,1,254.28,0
13819.0,39,2,732.05,1
13822.0,243,1,163.62,0
13823.0,93,1,650.42,0
13824.0,7,3,1371.28,3
13831.0,220,2,719.3,1
13833.0,279,1,383.85,0
13835.0,128,2,537.34,1
13837.0,6,1,157.54000000000002,3
13838.0,243,2,437.94,0
13841.0,341,1,85.0,0
13842.0,1,6,2137.09,2
13845.0,184,1,312.98,0
13846.0,37,1,252.53,0
13848.0,124,2,640.0,1
13850.0,306,1,1595.48,1
13851.0,216,2,2405.14,1
13854.0,2,11,3696.87,2
13856.0,96,1,124.60000000000001,0
13860.0,121,1,319.45,0
13862.0,40,3,1026.16,1
13863.0,190,1,305.78,0
13865.0,1,2,277.44,3
13867.0,122,2,561.3,1
13868.0,302,2,3192.54,1
13869.0,125,1,1510.49,1
13870.0,152,1,152.75,0
13871.0,69,3,1392.0,1
13873.0,3,3,389.6,3
13875.0,39,2,724.85,1
13876.0,154,1,122.7,0
13880.0,188,4,837.74,1
13881.0,37,9,9414.78,2
13882.0,91,3,435.34000000000003,1
13883.0,220,3,762.37,1
13884.0,32,5,787.6,1
13885.0,280,1,107.65,0
13888.0,3,2,595.67,3
13889.0,124,1,416.90000000000003,0
13890.0,121,5,913.1500000000001,1
13892.0,160,2,395.73,0
13894.0,312,1,160.85,0
13895.0,30,2,1655.77,1
13899.0,69,1,298.5,0
13900.0,95,1,8.5,0
13901.0,248,1,1561.0900000000001,1
13904.0,303,1,131.52,0
13908.0,97,3,1461.61,1
13911.0,128,3,867.47,1
13914.0,275,1,321.07,0
13917.0,339,1,65.38,0
13919.0,31,2,384.81,1
13924.0,121,2,474.73,1
13925.0,64,3,298.13,1
13928.0,122,1,131.22,0
13931.0,216,2,1237.53,1
13938.0,244,1,71.66,0
13939.0,343,1,184.5,0
13940.0,184,1,225.24,0
13941.0,32,2,2123.16,1
13947.0,215,1,90.6,0
13949.0,152,3,1359.04,1
13950.0,160,1,179.30999999999997,0
13952.0,189,1,1208.31,1
13953.0,69,2,911.32,1
13954.0,121,1,212.51,0
13955.0,126,2,322.96,0
13956.0,68,2,325.85,0
13959.0,282,2,337.44,0
13962.0,129,1,117.6,0
13963.0,253,3,548.86,1
13969.0,31,9,4013.25,2
13971.0,31,2,703.36,1
13975.0,122,5,2309.48,1
13980.0,62,1,200.14,0
13982.0,455,1,428.6,0
13983.0,1,7,1279.38,2
13984.0,217,3,689.38,1
13985.0,1,8,3181.1,2
13989.0,215,1,369.40999999999997,0
13990.0,67,1,311.3,0
13992.0,91,1,76.8,0
13993.0,32,2,845.3,1
13994.0,182,2,885.21,1
13995.0,129,1,310.45,0
13999.0,30,5,1586.57,2
14000.0,6,1,635.66,3
14001.0,698,1,301.24,0
14002.0,187,1,224.79,0
14004.0,246,2,957.0,1
14005.0,128,1,187.16,0
14006.0,7,1,357.65,3
14012.0,161,1,328.8,0
14013.0,99,1,118.5,0
14016.0,338,1,976.58,0
14019.0,305,1,416.24,0
14020.0,2,1,331.14,3
14021.0,6,2,433.0,3
14023.0,282,2,584.07,1
14024.0,64,2,327.7,0
14027.0,62,1,104.82,0
14029.0,154,1,302.46,0
14030.0,32,7,1816.81,2
14031.0,192,8,7549.67,2
14032.0,7,5,1202.68,3
14034.0,218,2,473.90999999999997,0
14035.0,30,1,300.32,0
14037.0,425,1,111.8,0
14039.0,183,1,152.2,0
14040.0,10,5,2096.92,2
14044.0,284,1,170.44,0
14045.0,193,3,1251.75,1
14047.0,163,3,647.37,1
14048.0,162,1,409.93,0
14049.0,248,1,226.93,0
14050.0,122,1,260.38,0
14051.0,31,10,6933.570000000001,2
14053.0,156,2,260.25,0
14054.0,215,1,92.46,0
14056.0,36,11,3955.78,2
14057.0,32,5,1160.15,1
14060.0,71,6,1970.1200000000001,2
14062.0,93,2,1965.5,1
14064.0,6,3,704.12,3
14067.0,154,2,374.7,0
14071.0,122,3,305.86,1
14073.0,153,1,151.04,0
14075.0,213,1,316.78,0
14076.0,306,1,118.67,0
14077.0,66,2,227.9,0
14078.0,67,3,491.46,1
